Name,Nomination Year,President,Country,Confirmed,Doc No.,Total Personal Contributions by Nominee,Bundling Value,Career Background,Graduate Degree(s) & Area(s) of Study,Career FSO,Career Senior FS,State Dept. Experience,Military Experience,Other Foreign Policy Experience (U.S. Gov't),Experience in Organizational Leadership,Language,Knowledge of Principal Language,Knowledge of Other Relevant Languages,Country Experience,Experience in Host,Experience In or Involving Host,Regional Experience,Experience in Region,Experience in or Involving Region
Richard E. Hoagland,2008,Bush,Kazakhstan,Yes,C05727978,0,0,,Yes (M.A. and M.P. in English & Creative Writing),Yes,Yes,senior advisor in the Bureau of European Affairs; Information Officer in Moscow,No,No,Yes,,Yes (Russian),No,,No,No,,"Yes (Turkmenistan, Tajikistan, Pakistan, Uzbekistan)",Yes (Charge d'Affaires in Ashgabat; COM in Tajikistan; Director of the Office of Caucus and Central Asian Affairs; Director of the Officer of Public Diplomacy in the Bureau of South Asian Affairs; Deputy Area Director for Near Eastern Affairs; Counselor for Public Affairs in Islamabad; Public Affairs Officer in Tashkent; Deputy Special Envoy for Afghanistan; lead analyst for Afghanistan and Pakistan in the Bureau of Intelligence and Research; Branch Public Affairs Officer in Peshawar; Junior Officer Trainee in Islamabad)
D. Kathleen Stephens,2008,Bush,South Korea,Yes,C05727987,0,0,,Yes (MPA),Yes,Yes,"Deputy Asst. Secretary in Bureau of European Affairs, Director of Office of South Central European Affairs, Director of Office of Ecology and Terrestrial Affairs in Bureau of Oceans and Int'l and Envt'l Scientific Affairs, Deputy Chief of Mission in Lisbon, Principal Officer in Belfast, Political Officer in Belgrade",No,"National Security Council, Peace Corps",Yes,,Yes (Korean),Yes (English),,"Yes (Peace Corps, Foreign Service)","Yes (Political Officer in Seoul, Principal Officer in Busan)",,No,"Yes (Political Advisor in Bureau of East Asian & Pac. Affairs, Principal Deputy Asst. Sect'y for Bureau of East Asian and Pac. Affairs)"
Tina S. Kaidanow,2008,Bush,Kosovo,Yes,C05727992,0,0,,Yes (M.Ph. in Political Science),Yes,Yes,Special Assistant to Deputy Secretary of State,No,National Security Council,Yes,,Yes (Serbian),Yes (Bosnian),,Yes (Chief of Mission in Pristina),Yes (Chief of Mission in Pristina),,"Yes (Serbia, Bosnia-Herzegovina)","Yes (Office of S. Central European Affairs, DCM in Sarajevo, Office of South Central European Affairs, Political/Economic Officer in Sarajevo, Consular Officer and Political Officer in Belgrade)"
Deborah K. Jones,2008,Bush,Kuwait,Yes,C05727994,0,0,,Yes (M.S. in Nat'l Security Strategy),Yes,Yes,"Foreign Service Board of Examiners, Consular Officer in Buenos Aires, Principal Officer in Istanbul",No,No,Yes,,Yes (Arabic),Yes (English),,No,No,,"Yes (Iraq, UAE, Syria)","Yes (Bureau of Near Eastern Affairs, DCM in Abu Dhabi, Consular Officer in Damascus, General Services Officer in Baghdad)"
Tatiana C. Gfoeller-Volkoff,2008,Bush,Kyrgyzstan,Yes,C05727997,0,0,,Yes (M.S.F.S. in Int'l Relations),Yes,Yes,"Principal Officer in Jeddah, Director of Office of Multilateral Affairs in Bureau of Democracy, Human Rights, and Labor; Political Officer in Manama and Riyadh; Rotational Officer in Warsaw; Deputy Principal Officer in St. Petersburg; Political Officer in Moscow",No,No,Yes,,Yes (Russian),No,,No,No,,Yes (Turkmenistan),"Yes (NATO adviser on Former Soviet Union; DCM in Turkmenistan; Publication on Central Asia, taught a course on the region at Georgetown)"
Michele Jeanne Sison,2008,Bush,Lebanon,Yes,C05728719,0,0,,Not reported,Yes,Yes,"Principal Deputy Assistant Secretary for South Asian Affairs, DCM in Islamabad, Consul General in Chennai, Counselor for Political Affairs in Abidjan, Principal Officer in Douala, Political/Economic Officer in Cotonou, Desk Officer for Nicaragua, Economic Officer in Lome, Consular/Political Officer in Port-au-Prince",No,No,Yes,,Yes (Arabic),Yes (French),,Yes (Charge d'Affaires at Embassy Beirut),Yes (Charge d'Affaires in Beirut),,Yes (UAE),Yes (Ambassador to UAE)
Linda Thomas-Greenfield,2008,Bush,Liberia,Yes,C05728728,0,0,,Yes (M.A. in Political Science),Yes,Yes,"Refugee Officer at U.S. Mission to U.N., Refugee Officer at Embassy Islamabad, Staff Assistant in Office of Director General of Foreign Service, Refugee Officer in Bureau of Refugee Programs, Consular Officer in Kingston",No,No,Yes,,Yes (English),No,,Yes (graduate research in Liberia),"Yes (Deputy Assistant Secretary for West African Affairs, working on Liberia; Deputy Assistant Secretary for Africa in Bureau of Population Refugees and Migration, working in part on Liberia)",,"Yes (Gambia, Nigeria, Kenya)","Yes (Political/Economic Officer in Banjul, Rotational and Consular Officer in Lagos, Principal Deputy Assistant Secretary for Bureau of African Affairs, Refugee Officer at Embassy Nairobi)"
Gene A. Cretz,2008,Bush,Libya,Yes,C05728729,0,0,,Not reported,Yes,Yes,"Political Officer in Beijing, Bureau of Int'l Organization Affairs, and New Delhi; Watch Officer in Operations Center; Consular and General Services Officer in Islamabad",No,No,Yes,,Yes (Arabic),Yes (English),,No,No,,"Yes (Egypt, Israel, Syria)","Yes (Chief of Political/Economic Section in Cairo, Staff Assistant in Bureau of Near Eastern Affairs, DCM in Tel Aviv, DCM in Damascus, Political Officer in Tel Aviv, Political Officer in Damascus)"
Philip Thomas Reeker,2008,Bush,Macedonia,Yes,C05728748,0,0,,Yes (M.A. in History),Yes,No,"Public Affairs Officer in Baghdad, Deputy Spokesman of Department, Director of Press Office for Bureau of Public Affairs, Junior Officer Trainee at former USIA",No,No,No,,Yes (Macedonian),No,,Yes (Public Affairs Officer in Skopje),Yes (Public Affairs Officer in Skopje),,Yes (Hungary),"Yes (DCM in Budapest, Assistant Information Officer and Junior Officer Trainee in Budapest)"
Peter William Bodde,2008,Bush,Malawi,Yes,C05728753,0,0,,No,Yes,Yes,"DCM in Islamabad, Principal Officer in Frankfurt, Director of Office of Management Policy, Counselor for Administrative Affairs in New Delhi, DCM in Kathmandu, Administrative Officer in Copenhagen, Administrative Officer in Sofia, Special Assistant in Bureau of Diplomatic Security, Administrative Officer in Hamburg, Consular Officer in Georgetown, Budget and Fiscal Officer in Kathmandu",No,No,Yes,,Yes (English),No,,No,No,,No,No
Gillian Arlette Milovanovic,2008,Bush,Mali,Yes,C05728764,0,0,,Yes (M.A. in Journalism),Yes,Yes,"Chief of Mission in Macedonia, DCM in Stockholm, Director of Office of Nordic and Baltic Affairs, Political-Military Officer in Brussels, Political Officer in Paris, Consular Officer in Sydney",No,No,Yes,,Yes (French),No,,No,No,,"Yes (South Africa, Botswana)","Yes (DCM in Pretoria, DCM in Gaborone, Political/Economic Officer in Capetown)"
Asif J. Chaudhry,2008,Bush,Moldova,Yes,C05728791,0,0,,Yes (M.A. and Ph.D. in Agricultural Economics),Yes (Foreign Agricultural Service),Yes (Foreign Agricultural Service),No,No,"Deputy Administrator in Office of Global Analysis, Minister-Counselor in Cairo, DCM in Cairo, Assistant to the General Sales Manager of the Foreign Agricultural Service in Office of the Administrator, Agricultural Economist for Commodity and Marketing Programs in Horticultural and Tropical Products Division for Foreign Agricultural Service",Yes,,No,Yes (Russian),,No,No,,"Yes (Russia, Poland)","Yes (Agricultural Attaché and Acting Agricultural Minister-Counselor in Moscow, Agricultural Attaché in Warsaw)"
James Culbertson,2008,Bush,Netherlands,Yes,C05728819,0,409363.13,,No,No,No,,Yes,"Intelligence Officer in U.S. Army, Member of the American Battle Monuments Commission",Yes,,No,No,,No,No,,No,No
Robert J. Callahan,2008,Bush,Nicaragua,Yes,C05728824,0,0,,Yes (M.A. in History),Yes,Yes,"Faculty Advisor at George Washington University, Director of Public Diplomacy Office at Office of Director of Nat'l Intelligence, Information Officer at Embassy Baghdad, Faculty Advisor at Nat'l Defense University, Public Affairs Officer in Rome and Athens, Special Assistant to Ambassador in London",No,No,Yes,,Yes (Spanish),No,,No,No,,"Yes (Honduras, Costa Rica, Bolivia)","Yes (Junior Officer Trainee in San Jose, Public Affairs Officer in La Paz, Cultural Affairs Officer in Tegucigalpa)"
Barbara J. Stephenson,2008,Bush,Panama,Yes,C05728856,0,0,,Yes (M.A. and Ph.D. in English),Yes,Yes,"Deputy Coordinator for Iraq, Director of Office of Regionalization and Stabilization, Director of Office of Terrorism Finance and Economic Sanctions Policy in Bureau of Economic and Business Affairs, Principal Officer in Belfast, Special Assistant to Under Secretary for Political Affairs, watch officer in Operations Center, desk officer in Bureau of European Affairs, Political Officer in Pretoria, Political Officer in The Hague, Consular Officer in Amsterdam",No,No,Yes,,Yes (Spanish),No,,Yes (Political/Rotational Officer in Panama),Yes (Political/Rotational Officer in Panama),,"Yes (Curacao, El Salvador)","Yes (Chief of Mission in Curacao, Political Officer in San Salvador)"
Liliana Ayalde,2008,Bush,Paraguay,Yes,C05728862,0,0,,Yes (M.P.H.),Yes (AID),Yes (AID),Yes,No,"Int'l Development Intern for Health, Population, and Nutrition in Dhaka",Yes,,Yes (Spanish),No,,No,No,,"Yes (Colombia, Bolivia, Nicaragua, Guatemala)",Yes (Mission Director for USAID Mission to Colombia and to Bolivia; Deputy Mission Director of USAID/Nicaragua; Director and Deputy Director of Office of Central American Affairs for USAID; Director of General Development Office for USAID/Nicaragua; Director of General Development Office for USAID/Guatemala; Health Development Officer in Guatemala)
Joseph E. LeBaron,2008,Bush,Qatar,Yes,C05728882,0,0,,"Yes (M.A., Ph.D. in Near Eastern Studies)",Yes,Yes,Ambassador to Mauritania; Principal Deputy Assistant Secretary in Bureau of Intelligence and Research (INR); Director of INR's Office of Intelligence Operations; Political Officer in Istanbul; Staff Assistant in Ankara,Yes,U.S. Air Force; Political Advisor to U.S. Operations Command; Foreign Policy and National Security Advisor to Sen. Majority Leader George Mitchell,Yes,,Yes (Arabic),Yes (English),,Yes (Consular Officer in Doha),Yes (Consular Officer in Doha),,"Yes (Dubai, Jordan, Bahrain)",Yes (Deputy Director of Office of Iran and Iraq Affairs in Bureau of Near Eastern Affairs; DCM in Manama; Consul General in Dubai; Economic Officer in Amman; M.A. and Ph.D. in Near Eastern Studies)
John Ross Beyrle,2008,Bush,Russia,Yes,C05728887,0,0,,No,Yes,Yes,Operations Officer in Secretariat; on detail with Dept. of Defense; Political Officer in Vienna,No,No,Yes,,No,No,,Yes (DCM in Moscow; Interfunctional and Rotational Officer in Moscow),Yes (DCM in Moscow; Interfunctional and Rotational Officer in Moscow; Director for Russia on Nat'l Security Council),,"Yes (Bulgaria, Czech Republic)",Yes (Ambassador of Bulgaria; Assigned to Political Section in Prague; Counselor for Political Affairs in Prague; Political-Military Officer with U.S. Mission to OSCE in Vienna; Interfunctional Officer in Sofia)
W. Stuart Symington,2008,Bush,Rwanda,Yes,C05728893,0,0,,Yes (J.D.),Yes,Yes,Deputy Director of the Office of Western African Affairs; Counselor and Acting Deputy Political Counselor in Baghdad; Political Officer in Quito; Staff Assistant to Bill Richardson at U.S. Mission to UN; Political Officer in Mexico City; Economic Officer and Staff Aide in Madrid; Political and Consular Officer in Tegucigalpa,No,No,Yes,,"Yes (French, English)",No,,No,No,,"Yes (Niger, Djibouti)","Yes (DCM in Niamey, Ambassador to Djibouti)"
Patricia McMahon Hawkins,2008,Bush,Togo,Yes,C05728957,0,0,,No,Yes,Yes,Career Development Counselor in the Senior Level Division of the Office of Career Development and Assignments in the Bureau of Human Resources; Public Affairs Officer in Santo Domingo; Cultural Affairs Officer in Bogota,No,No,Yes,,Yes (French),No,,No,No,,"Yes (Ivory Coast, Burkina Faso, DRC)",Yes (Program and Coordinating Officer for the Office of Public Affairs in the Bureau of African Affairs; Public Affairs Officer and Acting DCM in Abidjan; Public Affairs Officer in Ouagadougou; Desk Officer for Francophone Africa in the former U.S. Information Agency; Information Officer in Kinshasa)
James Franklin Jeffrey,2008,Bush,Turkey,Yes,C05728967,0,0,,Yes (M.B.A.),Yes,Yes,Political Officer in the Secretariat; DCM in Kuwait; Principal Deputy Assistant Secretary in the Bureau of Near Eastern Affairs; Coordinator of the Iraq Working Group; DCM in Baghdad,Yes,No,Yes,,Yes (Turkish),No,,Yes (DCM in Ankara; Political-Military Officer in Ankara; Political/Economic Officer in Adana),Yes (DCM in Ankara; Political-Military Officer in Ankara; Political/Economic Officer in Adana),,"Yes (Albania, Bulgaria, Germany)",Yes (Consular Officer in Sofia; Political Officer in Munich; Ambassador to Albania; Political Officer in the Bureau of Near Eastern and European Affairs)
"Richard G. Olson, Jr. ",2008,Bush,UAE,Yes,C05728987,0,0,,No,Yes,Yes,"Worked twice in Operations Center, and once in NATO desk; Chief of Political Section in Addis Ababa; Political Officer in Kampala; Consular Officer in Ciudad Juarez ",No,No,Yes,,Yes (Arabic),Yes (English),,Yes (Principal Officer in Dubai; Political Reporting and Analysis Officer in Abu Dhabi),Yes (Principal Officer in Dubai; Political Reporting and Analysis Officer in Abu Dhabi),,"Yes (Iraq, Saudi Arabia)",Yes (Deputy U.S. Permanent Representative to NATO; Director of the Office of Iraq Affairs in the Bureau of Near Eastern Affairs; Governorate Coordinator for the Province of Najaf in Iraq; worked in Office of Israel and Palestine Affairs; Political-Military Officer in Riyadh)
Donald E. Booth,2008,Bush,Zambia,Yes,C05729032,0,0,,Yes (MBA),Yes,Yes,Director of the Office of Technical Specialized Agencies in the Bureau of Int’l Organization Affairs; Counselor for Economic Affairs in Athens; Economic Officer in the Office of Bilateral Trade Affairs in the Bureau of Economic and Business Affairs; Chief of the Economic Section in Bucharest; Economic Officer in Brussels; worked in the Office of Egyptian Affairs,No,No,Yes,,Yes (English),No,,No,Yes (Deputy Director of the Office of Southern African Affairs (helped prevent Zambia from being drawn into conflicts in Congo and Angola),,"Yes (Gabon, Liberia)",Yes (Deputy Director of the Office of Southern African Affairs; Chief of Mission in Liberia; Director of the Office of West African Affairs; Country Officer for Sudan in the Office of East African Affairs; Commercial Officer and Acting Economic Counselor in Monrovia; Overseas Assignment in Gabon)
Karl Winfrid Eikenberry,2009,Obama,Afghanistan,Yes,C05727621,0,0,,"Yes (M.A.s in East Asian Studies, Political Science, advanced degree in Chinese History)",No,No,,Yes,"Deputy Chairman of NATO, Director of Strategic Plans and Policy for USPACCOM, Deputy Director of Strategy at Plans and Policy Directorate in the Army Staff, Assistant Division Commander of the 25th ID, Defense Attaché in U.S. Embassy Beijing, Senior Country Director for China, Taiwan, Mongolia in the Office of SecDef",Yes,,No,No,,"Yes (Commander of the Combined Forces Command in Afghanistan; Chief, Office of Military Cooperation at U.S. Embassy in Kabul)","Yes (Commander of the Combined Forces Command in Afghanistan; Chief, Office of Military Cooperation at U.S. Embassy in Kabul)",,No,No
Vilma Socorro Martinez,2009,Obama,Argentina,Yes,C05727651,2239,0,,Yes (LL.B.),No,No,,No,President Clinton's Advisory Committee on Trade Policy & Negotiations,No,,No,Yes (English),,No,No,,No,No
Jeffrey Laurence Bleich,2009,Obama,Australia,Yes,C05727663,49895,579841.77,,"Yes (M.A. in Public Policy, J.D.)",No,No,,No,Clerk to Judge Howard Holtzmann of the Iran-U.S. Claims Tribunal,No,,Yes (English),No,,No,No,,No,No
"William Carlton Eacho, III",2009,Obama,Austria,Yes,C05727666,97073,579841.77,,Yes (M.B.A),No,No,,No,No,Yes,,No,No,,No,No,,No,No
